time,x,y,z,abs,Action
125.0,1.4,0.23,0.156,1.43,walking
125.0,1.3,0.115,0.0504,1.31,walking
125.0,1.23,-0.17,0.0781,1.24,walking
125.0,1.22,-0.57,0.211,1.36,walking
125.0,1.27,-1.03,0.37,1.68,walking
125.0,1.3,-1.46,0.572,2.04,walking
125.0,1.29,-1.73,0.784,2.29,walking
125.0,1.19,-1.62,1.02,2.25,walking
125.0,0.981,-1.19,1.26,1.99,walking
125.0,0.763,-0.607,1.52,1.81,walking
125.0,0.527,0.0214,1.78,1.86,walking
125.0,0.34,0.585,1.97,2.08,walking
125.0,0.255,0.943,2.08,2.3,walking
125.0,0.244,1.07,2.08,2.35,walking
125.0,0.3,0.857,1.97,2.17,walking
125.0,0.328,0.38,1.73,1.8,walking
125.0,0.291,-0.229,1.36,1.41,walking
125.0,0.24,-0.875,1.01,1.36,walking
125.0,0.0836,-1.32,0.653,1.47,walking
125.0,-0.194,-1.45,0.317,1.49,walking
125.0,-0.419,-1.5,0.01,1.56,walking
125.0,-0.578,-1.57,-0.169,1.68,walking
125.0,-0.754,-1.55,-0.312,1.75,walking
125.0,-0.932,-1.45,-0.405,1.77,walking
125.0,-1.01,-1.31,-0.371,1.7,walking
125.0,-1.01,-1.17,-0.236,1.56,walking
125.0,-0.956,-1.02,0.0748,1.4,walking
125.0,-0.849,-0.897,0.469,1.32,walking
125.0,-0.811,-0.721,0.793,1.34,walking
125.0,-0.824,-0.543,0.996,1.4,walking
125.0,-0.843,-0.436,1.17,1.51,walking
125.0,-0.899,-0.328,1.3,1.61,walking
125.0,-1.0,-0.204,1.29,1.64,walking
125.0,-1.12,-0.0636,1.14,1.6,walking
125.0,-1.24,-0.00485,1.02,1.61,walking
125.0,-1.39,0.0232,0.961,1.69,walking
125.0,-1.54,0.0653,0.867,1.77,walking
125.0,-1.65,0.0914,0.729,1.81,walking
125.0,-1.74,0.0845,0.569,1.84,walking
125.0,-1.81,0.0564,0.467,1.87,walking
125.0,-1.89,0.0306,0.444,1.94,walking
125.0,-1.97,0.0533,0.453,2.02,walking
125.0,-2.04,0.0681,0.469,2.09,walking
125.0,-2.09,0.0887,0.495,2.15,walking
125.0,-2.16,0.13,0.492,2.22,walking
125.0,-2.24,0.211,0.465,2.3,walking
125.0,-2.29,0.275,0.398,2.34,walking
125.0,-2.32,0.293,0.291,2.35,walking
125.0,-2.35,0.316,0.224,2.38,walking
125.0,-2.37,0.352,0.148,2.4,walking
125.0,-2.34,0.326,0.093,2.36,walking
125.0,-2.28,0.224,0.0541,2.3,walking
125.0,-2.19,0.0841,0.0238,2.19,walking
125.0,-2.09,-0.13,0.0415,2.09,walking
125.0,-1.99,-0.297,0.121,2.02,walking
125.0,-1.87,-0.392,0.27,1.93,walking
125.0,-1.74,-0.465,0.441,1.85,walking
125.0,-1.56,-0.505,0.59,1.74,walking
125.0,-1.38,-0.51,0.741,1.65,walking
125.0,-1.2,-0.496,0.84,1.55,walking
125.0,-1.04,-0.448,0.868,1.43,walking
125.0,-0.811,-0.474,0.897,1.3,walking
125.0,-0.398,-0.872,0.923,1.33,walking
125.0,0.124,-1.68,0.97,1.95,walking
125.0,0.581,-2.66,0.984,2.9,walking
125.0,0.884,-3.39,0.959,3.63,walking
125.0,0.953,-3.56,0.917,3.8,walking
125.0,0.819,-3.25,0.97,3.49,walking
125.0,0.777,-2.86,1.11,3.16,walking
125.0,0.86,-2.45,1.21,2.86,walking
125.0,0.914,-1.9,1.21,2.43,walking
125.0,0.917,-1.34,1.2,2.02,walking
125.0,0.802,-0.707,1.13,1.56,walking
125.0,0.691,-0.0562,1.01,1.23,walking
125.0,0.574,0.541,0.884,1.18,walking
125.0,0.457,0.966,0.782,1.32,walking
125.0,0.303,1.29,0.593,1.45,walking
125.0,0.125,1.53,0.351,1.57,walking
125.0,-0.0504,1.53,0.0624,1.53,walking
125.0,-0.153,1.28,-0.293,1.32,walking
126.0,-0.228,0.868,-0.646,1.11,walking
126.0,-0.236,0.347,-0.924,1.01,walking
126.0,-0.166,-0.155,-1.12,1.14,walking
126.0,-0.095,-0.618,-1.28,1.42,walking
126.0,-0.00253,-1.06,-1.35,1.72,walking
126.0,0.0678,-1.43,-1.36,1.97,walking
126.0,0.123,-1.68,-1.27,2.12,walking
126.0,0.103,-1.76,-1.01,2.03,walking
126.0,0.062,-1.65,-0.632,1.77,walking
126.0,0.0663,-1.49,-0.202,1.51,walking
126.0,0.0751,-1.24,0.19,1.25,walking
126.0,0.0519,-0.885,0.45,0.994,walking
126.0,0.0597,-0.514,0.623,0.81,walking
126.0,0.0868,-0.175,0.638,0.667,walking
126.0,0.113,0.0682,0.385,0.407,walking
126.0,0.108,0.191,-0.0536,0.226,walking
126.0,0.0893,0.379,-0.48,0.618,walking
126.0,0.0246,0.622,-1.0,1.18,walking
126.0,-0.0409,0.836,-1.51,1.73,walking
126.0,-0.0475,0.942,-1.94,2.16,walking
126.0,-0.0624,1.01,-2.3,2.52,walking
126.0,-0.00968,1.09,-2.53,2.75,walking
126.0,0.0727,1.13,-2.65,2.88,walking
126.0,0.189,1.15,-2.65,2.89,walking
126.0,0.384,1.14,-2.56,2.83,walking
126.0,0.546,1.19,-2.39,2.72,walking
126.0,0.677,1.29,-2.17,2.62,walking
126.0,0.77,1.41,-1.97,2.54,walking
126.0,0.813,1.52,-1.76,2.47,walking
126.0,0.865,1.64,-1.55,2.42,walking
126.0,0.914,1.78,-1.37,2.43,walking
126.0,0.965,1.91,-1.22,2.47,walking
126.0,1.04,2.03,-1.09,2.52,walking
126.0,1.15,2.07,-0.968,2.55,walking
126.0,1.24,2.09,-0.913,2.6,walking
126.0,1.36,2.16,-0.864,2.7,walking
126.0,1.5,2.19,-0.833,2.78,walking
126.0,1.64,2.14,-0.794,2.81,walking
126.0,1.82,1.98,-0.711,2.78,walking
126.0,2.01,1.7,-0.613,2.7,walking
126.0,2.21,1.35,-0.533,2.64,walking
126.0,2.4,0.974,-0.438,2.63,walking
126.0,2.55,0.608,-0.368,2.64,walking
126.0,2.6,0.316,-0.299,2.63,walking
126.0,2.59,0.135,-0.178,2.6,walking
126.0,2.58,-0.00314,-0.015,2.58,walking
126.0,2.64,-0.269,0.151,2.66,walking
126.0,2.78,-0.704,0.316,2.88,walking
126.0,2.85,-1.21,0.423,3.13,walking
126.0,2.81,-1.52,0.467,3.23,walking
126.0,2.66,-1.55,0.458,3.12,walking
126.0,2.49,-1.44,0.409,2.91,walking
126.0,2.38,-1.41,0.421,2.8,walking
126.0,2.31,-1.45,0.51,2.77,walking
126.0,2.25,-1.44,0.546,2.73,walking
126.0,2.2,-1.34,0.581,2.65,walking
126.0,2.11,-1.1,0.611,2.46,walking
126.0,2.02,-0.817,0.539,2.24,walking
126.0,1.89,-0.45,0.388,1.98,walking
126.0,1.72,-0.0541,0.152,1.73,walking
126.0,1.51,0.261,-0.0572,1.54,walking
126.0,1.35,0.416,-0.253,1.43,walking
126.0,1.19,0.393,-0.552,1.37,walking
126.0,1.01,0.206,-0.853,1.34,walking
126.0,0.8,-0.031,-1.1,1.36,walking
126.0,0.579,-0.261,-1.3,1.44,walking
126.0,0.336,-0.416,-1.48,1.57,walking
126.0,0.0833,-0.496,-1.6,1.67,walking
126.0,-0.166,-0.545,-1.59,1.68,walking
126.0,-0.368,-0.59,-1.47,1.63,walking
126.0,-0.539,-0.653,-1.28,1.54,walking
126.0,-0.646,-0.756,-0.977,1.39,walking
126.0,-0.685,-0.834,-0.54,1.21,walking
126.0,-0.742,-0.811,-0.0766,1.1,walking
126.0,-0.764,-0.774,0.347,1.14,walking
126.0,-0.777,-0.692,0.741,1.28,walking
126.0,-0.788,-0.602,1.12,1.49,walking
126.0,-0.77,-0.565,1.36,1.66,walking
126.0,-0.77,-0.566,1.57,1.84,walking
126.0,-0.822,-0.477,1.78,2.02,walking
126.0,-0.934,-0.263,1.86,2.1,walking
126.0,-1.07,-0.0298,1.84,2.13,walking
126.0,-1.2,0.154,1.81,2.17,walking
126.0,-1.31,0.287,1.71,2.18,walking
126.0,-1.4,0.364,1.59,2.14,walking
126.0,-1.47,0.411,1.4,2.07,walking
126.0,-1.53,0.46,1.26,2.03,walking
126.0,-1.58,0.503,1.24,2.07,walking
126.0,-1.63,0.512,1.25,2.12,walking
126.0,-1.67,0.497,1.31,2.18,walking
126.0,-1.74,0.512,1.32,2.24,walking
126.0,-1.81,0.546,1.2,2.24,walking
126.0,-1.91,0.621,1.1,2.29,walking
126.0,-1.98,0.692,1.0,2.32,walking
126.0,-2.0,0.719,0.899,2.31,walking
126.0,-2.0,0.668,0.784,2.25,walking
126.0,-1.97,0.515,0.668,2.15,walking
126.0,-1.9,0.242,0.587,2.01,walking
126.0,-1.81,-0.12,0.504,1.88,walking
126.0,-1.72,-0.501,0.434,1.84,walking
127.0,-1.65,-0.82,0.358,1.88,walking
127.0,-1.59,-1.03,0.333,1.92,walking
127.0,-1.55,-1.16,0.384,1.97,walking
127.0,-1.48,-1.28,0.495,2.01,walking
127.0,-1.26,-1.59,0.69,2.14,walking
127.0,-1.02,-2.04,0.881,2.44,walking
127.0,-0.789,-2.44,1.04,2.76,walking
127.0,-0.676,-2.75,1.16,3.06,walking
127.0,-0.681,-2.78,1.29,3.14,walking
127.0,-0.781,-2.54,1.37,2.99,walking
127.0,-0.87,-2.17,1.43,2.74,walking
127.0,-0.805,-2.0,1.43,2.59,walking
127.0,-0.626,-2.01,1.38,2.52,walking
127.0,-0.431,-1.93,1.3,2.36,walking
127.0,-0.206,-1.64,1.06,1.96,walking
127.0,0.0814,-1.31,0.65,1.46,walking
127.0,0.426,-0.909,0.285,1.04,walking
127.0,0.559,-0.493,-0.103,0.752,walking
127.0,0.566,-0.104,-0.494,0.758,walking
127.0,0.607,0.238,-0.744,0.989,walking
127.0,0.671,0.447,-0.989,1.28,walking
127.0,0.77,0.507,-1.25,1.55,walking
127.0,0.888,0.283,-1.48,1.75,walking
127.0,0.955,-0.0925,-1.59,1.86,walking
127.0,0.899,-0.535,-1.74,2.03,walking
127.0,0.828,-0.844,-2.06,2.38,walking
127.0,0.75,-1.06,-2.27,2.62,walking
127.0,0.557,-1.21,-2.29,2.65,walking
127.0,0.393,-1.15,-2.29,2.59,walking
127.0,0.259,-0.972,-2.23,2.44,walking
127.0,0.132,-0.744,-2.06,2.2,walking
127.0,0.0602,-0.511,-1.8,1.88,walking
127.0,0.00884,-0.314,-1.49,1.52,walking
127.0,-0.0774,-0.123,-1.21,1.22,walking
127.0,-0.194,0.0876,-0.93,0.954,walking
127.0,-0.389,0.306,-0.671,0.834,walking
127.0,-0.651,0.513,-0.748,1.12,walking
127.0,-0.825,0.653,-0.922,1.4,walking
127.0,-1.07,0.703,-1.08,1.68,walking
127.0,-1.29,0.811,-1.33,2.03,walking
127.0,-1.53,0.922,-1.72,2.48,walking
127.0,-1.47,0.931,-1.72,2.45,walking
127.0,-1.34,0.856,-1.31,2.06,walking
127.0,-1.3,0.924,-1.01,1.89,walking
127.0,-1.23,1.07,-0.853,1.84,walking
127.0,-1.08,1.08,-0.644,1.65,walking
127.0,-0.878,0.985,-0.42,1.38,walking
127.0,-0.666,0.843,-0.363,1.13,walking
127.0,-0.367,0.759,-0.363,0.917,walking
127.0,-0.177,0.8,-0.48,0.95,walking
127.0,-0.119,1.0,-0.611,1.18,walking
127.0,-0.107,1.22,-0.706,1.41,walking
127.0,-0.131,1.42,-0.87,1.67,walking
127.0,-0.157,1.58,-1.09,1.93,walking
127.0,-0.135,1.69,-1.08,2.01,walking
127.0,-0.0759,1.74,-1.02,2.02,walking
127.0,-0.00344,1.72,-0.985,1.99,walking
127.0,0.0812,1.65,-0.892,1.88,walking
127.0,0.204,1.51,-0.813,1.73,walking
127.0,0.306,1.35,-0.78,1.59,walking
127.0,0.398,1.19,-0.795,1.49,walking
127.0,0.469,1.08,-0.832,1.44,walking
127.0,0.467,1.05,-0.891,1.45,walking
127.0,0.475,1.03,-0.963,1.49,walking
127.0,0.51,0.993,-1.05,1.53,walking
127.0,0.538,0.918,-1.12,1.55,walking
127.0,0.573,0.803,-1.17,1.53,walking
127.0,0.705,0.53,-1.18,1.47,walking
127.0,0.988,-0.106,-1.18,1.54,walking
127.0,1.38,-1.1,-1.16,2.12,walking
127.0,1.69,-2.06,-1.01,2.85,walking
127.0,1.78,-2.61,-0.94,3.3,walking
127.0,1.75,-2.84,-0.991,3.48,walking
127.0,1.77,-3.06,-0.967,3.66,walking
127.0,1.92,-3.49,-0.805,4.06,walking
127.0,1.96,-3.9,-0.522,4.4,walking
127.0,1.89,-4.02,-0.201,4.45,walking
127.0,1.72,-3.74,0.043,4.12,walking
127.0,1.4,-2.94,0.33,3.27,walking
127.0,0.993,-1.78,0.522,2.11,walking
127.0,0.582,-0.603,0.516,0.985,walking
127.0,0.258,0.244,0.349,0.498,walking
127.0,0.0274,0.682,0.101,0.69,walking
127.0,-0.0996,0.678,-0.244,0.728,walking
127.0,-0.267,0.445,-0.73,0.896,walking
127.0,-0.502,0.229,-1.17,1.3,walking
127.0,-0.735,0.0854,-1.52,1.69,walking
127.0,-0.941,0.00566,-1.79,2.02,walking
127.0,-1.13,-0.0906,-1.95,2.25,walking
127.0,-1.23,-0.253,-1.92,2.29,walking
127.0,-1.25,-0.442,-1.54,2.03,walking
127.0,-1.24,-0.604,-1.02,1.71,walking
127.0,-1.19,-0.65,-0.52,1.45,walking
127.0,-1.07,-0.739,-0.00405,1.3,walking
127.0,-0.891,-0.812,0.566,1.33,walking
127.0,-0.749,-0.819,1.11,1.57,walking
127.0,-0.666,-0.848,1.51,1.85,walking
127.0,-0.641,-0.818,1.78,2.06,walking
127.0,-0.694,-0.756,1.95,2.2,walking
127.0,-0.798,-0.688,1.95,2.22,walking
128.0,-0.928,-0.575,1.84,2.14,walking
128.0,-1.07,-0.46,1.62,2.0,walking
128.0,-1.23,-0.408,1.37,1.88,walking
128.0,-1.43,-0.417,1.09,1.85,walking
128.0,-1.68,-0.442,0.872,1.94,walking
128.0,-1.89,-0.513,0.671,2.07,walking
128.0,-2.02,-0.563,0.49,2.15,walking
128.0,-2.18,-0.524,0.405,2.28,walking
128.0,-2.3,-0.425,0.392,2.38,walking
128.0,-2.3,-0.374,0.383,2.36,walking
128.0,-2.22,-0.338,0.391,2.28,walking
128.0,-2.16,-0.219,0.428,2.21,walking
128.0,-2.08,-0.0946,0.432,2.13,walking
128.0,-2.04,0.0355,0.315,2.06,walking
128.0,-2.01,0.192,0.131,2.02,walking
128.0,-1.92,0.276,-0.0387,1.94,walking
128.0,-1.83,0.304,-0.221,1.87,walking
128.0,-1.75,0.284,-0.505,1.85,walking
128.0,-1.66,0.187,-0.784,1.85,walking
128.0,-1.5,-0.0555,-0.873,1.74,walking
128.0,-1.29,-0.368,-1.07,1.72,walking
128.0,-1.04,-0.673,-1.33,1.82,walking
128.0,-0.815,-0.93,-1.5,1.94,walking
128.0,-0.673,-1.02,-1.63,2.04,walking
128.0,-0.565,-0.96,-1.76,2.09,walking
128.0,-0.483,-0.848,-1.91,2.14,walking
128.0,-0.383,-0.681,-2.01,2.15,walking
128.0,-0.217,-0.595,-2.04,2.14,walking
128.0,0.125,-0.859,-2.03,2.21,walking
128.0,0.542,-1.71,-1.94,2.64,walking
128.0,1.1,-2.74,-1.62,3.36,walking
128.0,1.63,-3.15,-1.09,3.71,walking
128.0,1.98,-3.24,-1.11,3.96,walking
128.0,2.18,-3.45,-1.35,4.3,walking
128.0,2.15,-3.58,-1.09,4.31,walking
128.0,1.93,-3.42,-0.585,3.97,walking
128.0,1.58,-2.9,-0.0714,3.3,walking
128.0,1.18,-2.04,0.302,2.37,walking
128.0,0.892,-0.982,0.498,1.42,walking
128.0,0.648,0.0444,0.627,0.903,walking
128.0,0.442,1.03,0.802,1.38,walking
128.0,0.224,1.96,0.89,2.16,walking
128.0,-0.0287,2.83,0.852,2.96,walking
128.0,-0.226,3.53,0.663,3.6,walking
128.0,-0.284,3.83,0.436,3.87,walking
128.0,-0.171,3.58,0.228,3.59,walking
128.0,0.0571,2.78,0.0698,2.78,walking
128.0,0.264,1.74,-0.0942,1.77,walking
128.0,0.374,0.704,-0.232,0.83,walking
128.0,0.428,-0.251,-0.339,0.601,walking
128.0,0.378,-1.01,-0.411,1.16,walking
128.0,0.219,-1.61,-0.389,1.67,walking
128.0,0.00269,-2.03,-0.19,2.04,walking
128.0,-0.214,-2.22,0.152,2.24,walking
128.0,-0.42,-2.18,0.572,2.29,walking
128.0,-0.584,-2.02,1.0,2.33,walking
128.0,-0.718,-1.77,1.45,2.4,walking
128.0,-0.85,-1.46,1.83,2.49,walking
128.0,-1.02,-1.14,2.1,2.6,walking
128.0,-1.26,-0.848,2.29,2.75,walking
128.0,-1.54,-0.494,2.48,2.96,walking
128.0,-1.86,-0.114,2.59,3.19,walking
128.0,-2.16,0.199,2.62,3.4,walking
128.0,-2.36,0.474,2.62,3.56,walking
128.0,-2.43,0.71,2.56,3.6,walking
128.0,-2.34,0.778,2.45,3.48,walking
128.0,-2.07,0.745,2.33,3.2,walking
128.0,-1.71,0.648,2.16,2.83,walking
128.0,-1.36,0.545,1.84,2.35,walking
128.0,-1.05,0.613,1.35,1.82,walking
128.0,-0.84,0.847,0.837,1.46,walking
128.0,-0.732,1.08,0.321,1.34,walking
128.0,-0.616,1.17,-0.169,1.33,walking
128.0,-0.491,1.22,-0.577,1.44,walking
128.0,-0.314,1.22,-0.922,1.56,walking
128.0,-0.147,1.19,-1.14,1.65,walking
128.0,0.0391,1.19,-1.25,1.72,walking
128.0,0.295,1.18,-1.38,1.84,walking
128.0,0.552,1.19,-1.51,2.0,walking
128.0,0.774,1.28,-1.5,2.12,walking
128.0,0.987,1.3,-1.42,2.17,walking
128.0,1.25,1.2,-1.36,2.21,walking
128.0,1.53,1.07,-1.2,2.23,walking
128.0,1.77,0.925,-1.02,2.24,walking
128.0,2.03,0.688,-0.885,2.32,walking
128.0,2.31,0.409,-0.7,2.45,walking
128.0,2.52,0.198,-0.465,2.57,walking
128.0,2.59,0.131,-0.245,2.6,walking
128.0,2.67,0.0645,-0.0397,2.67,walking
128.0,2.77,-0.0256,0.177,2.78,walking
128.0,2.87,-0.0739,0.407,2.9,walking
128.0,3.11,-0.348,0.599,3.18,walking
128.0,3.5,-0.987,0.77,3.71,walking
128.0,3.84,-1.56,0.972,4.25,walking
128.0,4.0,-1.84,1.03,4.52,walking
128.0,4.07,-1.84,0.853,4.54,walking
128.0,4.12,-1.72,0.552,4.5,walking
128.0,4.05,-1.63,0.423,4.39,walking
128.0,3.96,-1.57,0.339,4.27,walking
128.0,3.77,-1.29,0.231,4.0,walking
129.0,3.46,-0.71,0.138,3.54,walking
129.0,3.09,-0.0211,0.0679,3.09,walking
129.0,2.8,0.518,0.0506,2.85,walking
129.0,2.57,0.872,0.172,2.72,walking
129.0,2.31,1.19,0.439,2.63,walking
129.0,2.05,1.54,0.543,2.62,walking
129.0,1.74,1.95,0.505,2.67,walking
129.0,1.43,2.2,0.453,2.66,walking
129.0,1.12,2.19,0.41,2.5,walking
129.0,0.829,1.92,0.381,2.12,walking
129.0,0.552,1.5,0.393,1.64,walking
129.0,0.282,1.08,0.325,1.16,walking
129.0,-0.013,0.766,0.279,0.815,walking
129.0,-0.246,0.428,0.291,0.573,walking
129.0,-0.405,0.0636,0.414,0.583,walking
129.0,-0.477,-0.299,0.651,0.861,walking
129.0,-0.714,-0.587,1.02,1.38,walking
129.0,-1.13,-0.693,1.66,2.13,walking
129.0,-1.02,-0.735,1.66,2.08,walking
129.0,-1.16,-0.762,2.1,2.51,walking
129.0,-1.2,-0.735,2.71,3.05,walking
129.0,-1.07,-0.59,2.99,3.23,walking
129.0,-0.994,-0.459,3.2,3.38,walking
129.0,-0.877,-0.352,3.35,3.48,walking
129.0,-0.81,-0.213,3.45,3.55,walking
129.0,-0.793,-0.0375,3.44,3.53,walking
129.0,-0.812,0.149,3.25,3.35,walking
129.0,-0.882,0.333,3.0,3.15,walking
129.0,-0.977,0.461,2.73,2.94,walking
129.0,-1.07,0.464,2.48,2.74,walking
129.0,-1.17,0.398,2.24,2.55,walking
129.0,-1.27,0.288,2.01,2.39,walking
129.0,-1.34,0.0892,1.78,2.23,walking
129.0,-1.44,-0.118,1.64,2.19,walking
129.0,-1.53,-0.327,1.56,2.21,walking
129.0,-1.65,-0.446,1.5,2.28,walking
129.0,-1.74,-0.512,1.5,2.35,walking
129.0,-1.76,-0.593,1.45,2.36,walking
129.0,-1.84,-0.627,1.45,2.42,walking
129.0,-1.96,-0.528,1.52,2.53,walking
129.0,-2.02,-0.372,1.58,2.59,walking
129.0,-2.05,-0.196,1.56,2.58,walking
129.0,-2.02,0.00468,1.56,2.55,walking
129.0,-1.93,0.17,1.52,2.47,walking
129.0,-1.83,0.356,1.41,2.34,walking
129.0,-1.68,0.465,1.24,2.14,walking
129.0,-1.54,0.52,1.04,1.93,walking
129.0,-1.35,0.478,0.837,1.66,walking
129.0,-1.14,0.291,0.595,1.32,walking
129.0,-0.938,0.0359,0.334,0.997,walking
129.0,-0.735,-0.222,0.097,0.774,walking
129.0,-0.601,-0.438,-0.129,0.755,walking
129.0,-0.481,-0.651,-0.375,0.892,walking
129.0,-0.364,-0.873,-0.614,1.13,walking
129.0,-0.381,-0.934,-0.795,1.28,walking
129.0,-0.448,-0.81,-0.922,1.31,walking
129.0,-0.39,-0.75,-0.998,1.31,walking
129.0,-0.0436,-1.14,-0.953,1.49,walking
129.0,0.416,-1.99,-0.748,2.16,walking
129.0,0.799,-2.92,-0.545,3.08,walking
129.0,0.985,-3.41,-0.4,3.58,walking
129.0,0.963,-3.48,-0.326,3.63,walking
129.0,0.885,-3.39,-0.303,3.52,walking
129.0,0.792,-3.17,-0.244,3.27,walking
129.0,0.595,-2.88,-0.115,2.95,walking
129.0,0.189,-2.28,0.0699,2.28,walking
129.0,-0.298,-1.29,0.227,1.34,walking
129.0,-0.716,-0.179,0.262,0.783,walking
129.0,-0.937,0.85,0.354,1.31,walking
129.0,-0.897,1.48,0.537,1.82,walking
129.0,-0.649,1.53,0.606,1.77,walking
129.0,-0.385,1.17,0.516,1.33,walking
129.0,-0.212,0.753,0.504,0.931,walking
129.0,0.0541,0.315,0.498,0.592,walking
129.0,0.396,-0.216,0.383,0.591,walking
129.0,0.506,-0.701,0.155,0.878,walking
129.0,0.419,-1.08,-0.0668,1.16,walking
129.0,0.315,-1.37,-0.33,1.45,walking
129.0,0.188,-1.43,-0.643,1.58,walking
129.0,0.0607,-1.23,-0.868,1.51,walking
129.0,0.0255,-0.95,-1.04,1.41,walking
129.0,-0.0119,-0.633,-1.17,1.33,walking
129.0,-0.00846,-0.303,-1.14,1.18,walking
129.0,0.0338,0.0927,-0.98,0.985,walking
129.0,0.105,0.482,-0.753,0.9,walking
129.0,0.281,0.75,-0.643,1.03,walking
129.0,0.541,0.833,-0.587,1.15,walking
129.0,0.719,0.896,-0.431,1.23,walking
129.0,0.884,1.01,-0.33,1.38,walking
129.0,1.05,1.09,-0.273,1.54,walking
129.0,1.22,1.12,-0.254,1.68,walking
129.0,1.38,1.1,-0.255,1.79,walking
129.0,1.51,1.07,-0.268,1.87,walking
129.0,1.58,1.07,-0.268,1.93,walking
129.0,1.58,1.11,-0.231,1.94,walking
129.0,1.52,1.19,-0.173,1.94,walking
129.0,1.41,1.24,-0.159,1.89,walking
129.0,1.26,1.33,-0.129,1.84,walking
129.0,1.04,1.47,-0.14,1.8,walking
129.0,0.813,1.53,-0.145,1.74,walking
130.0,0.589,1.53,-0.155,1.64,walking
130.0,0.36,1.52,-0.129,1.56,walking
130.0,0.129,1.56,-0.159,1.57,walking
130.0,-0.091,1.67,-0.258,1.69,walking
130.0,-0.284,1.74,-0.269,1.78,walking
130.0,-0.512,1.89,-0.272,1.98,walking
130.0,-0.644,1.93,-0.257,2.05,walking
130.0,-0.635,1.71,-0.237,1.84,walking
130.0,-0.578,1.4,-0.187,1.52,walking
130.0,-0.472,1.04,-0.128,1.15,walking
130.0,-0.299,0.639,-0.0681,0.709,walking
130.0,-0.123,0.282,-0.0189,0.308,walking
130.0,0.0301,-0.0696,0.0236,0.0794,walking
130.0,0.145,-0.327,0.13,0.381,walking
130.0,0.265,-0.569,0.279,0.687,walking
130.0,0.386,-0.857,0.413,1.03,walking
130.0,0.527,-1.17,0.555,1.4,walking
130.0,0.726,-1.54,0.744,1.86,walking
130.0,0.925,-2.0,0.898,2.38,walking
130.0,0.996,-2.37,1.02,2.77,walking
130.0,1.0,-2.55,1.03,2.93,walking
130.0,0.97,-2.6,1.0,2.95,walking
130.0,0.906,-2.57,0.982,2.9,walking
130.0,0.837,-2.51,0.968,2.82,walking
130.0,0.786,-2.46,0.96,2.76,walking
130.0,0.749,-2.39,0.91,2.66,walking
130.0,0.769,-2.31,0.837,2.57,walking
130.0,0.796,-2.13,0.722,2.39,walking
130.0,0.742,-1.69,0.538,1.92,walking
130.0,0.553,-1.04,0.315,1.22,walking
130.0,0.309,-0.368,0.0612,0.484,walking
130.0,0.0599,0.253,-0.191,0.322,walking
130.0,-0.182,0.807,-0.494,0.964,walking
130.0,-0.369,1.16,-0.771,1.44,walking
130.0,-0.547,1.31,-1.02,1.75,walking
130.0,-0.758,1.28,-1.21,1.92,walking
130.0,-0.92,1.1,-1.39,2.0,walking
130.0,-1.13,0.864,-1.59,2.13,walking
130.0,-1.38,0.595,-1.8,2.34,walking
130.0,-1.65,0.406,-1.94,2.58,walking
130.0,-1.91,0.276,-2.0,2.78,walking
130.0,-2.12,0.0893,-2.0,2.91,walking
130.0,-2.25,-0.194,-1.91,2.96,walking
130.0,-2.42,-0.441,-1.68,2.97,walking
130.0,-2.59,-0.559,-1.26,2.93,walking
130.0,-2.7,-0.639,-0.797,2.88,walking
130.0,-2.68,-0.773,-0.304,2.8,walking
130.0,-2.6,-0.938,0.263,2.77,walking
130.0,-2.45,-1.08,0.859,2.81,walking
130.0,-2.22,-1.2,1.43,2.9,walking
130.0,-2.01,-1.29,1.94,3.08,walking
130.0,-1.84,-1.29,2.29,3.21,walking
130.0,-1.68,-1.31,2.5,3.29,walking
130.0,-1.56,-1.27,2.62,3.3,walking
130.0,-1.51,-1.18,2.66,3.28,walking
130.0,-1.47,-1.09,2.62,3.19,walking
130.0,-1.5,-0.954,2.54,3.1,walking
130.0,-1.54,-0.783,2.42,2.97,walking
130.0,-1.52,-0.655,2.3,2.84,walking
130.0,-1.46,-0.559,2.21,2.71,walking
130.0,-1.35,-0.445,2.15,2.58,walking
130.0,-1.22,-0.358,2.09,2.45,walking
130.0,-1.12,-0.226,2.02,2.33,walking
130.0,-1.02,-0.0297,1.88,2.14,walking
130.0,-0.914,0.118,1.64,1.88,walking
130.0,-0.802,0.176,1.44,1.66,walking
130.0,-0.731,0.273,1.23,1.46,walking
130.0,-0.7,0.415,0.942,1.24,walking
130.0,-0.697,0.58,0.666,1.13,walking
130.0,-0.725,0.771,0.366,1.12,walking
130.0,-0.766,0.943,0.135,1.22,walking
130.0,-0.754,1.01,-0.128,1.27,walking
130.0,-0.662,0.914,-0.359,1.18,walking
130.0,-0.494,0.654,-0.584,1.01,walking
130.0,-0.278,0.285,-0.791,0.885,walking
130.0,-0.0382,-0.0666,-0.937,0.94,walking
130.0,0.177,-0.349,-1.07,1.14,walking
130.0,0.331,-0.568,-1.23,1.39,walking
130.0,0.399,-0.629,-1.27,1.47,walking
130.0,0.434,-0.554,-1.27,1.45,walking
130.0,0.526,-0.475,-1.21,1.4,walking
130.0,0.875,-0.794,-1.06,1.58,walking
130.0,1.39,-1.55,-0.721,2.21,walking
130.0,1.84,-2.36,-0.306,3.01,walking
130.0,2.15,-3.04,0.0173,3.72,walking
